7fb1,7f5d,80ac
7ef7,80e4,8295
7f42,7d4c,83a2
8224,7a98,851a
8182,794e,7fdb
7d93,8210,795d
7d3b,8731,7a47
7da8,84f6,7e90
7d0a,8459,8015
7e24,7f44,870f
7f4a,75cc,8a73
81ba,734b,844d
804f,768e,7e13
7f9f,7c95,798f
7ea0,8394,73c8
7d5e,881d,75bc
7d6f,8554,7db2
7eaf,7f8d,8168
7fec,7c91,83ea
80a2,7a2f,85c0
7f9c,78fe,80d0
7e21,820c,7994
7e2e,8705,7afc
7d5e,8631,7e5d
7b83,848e,80aa
7c64,7e32,8759
7de1,7660,89c3
7fdf,7467,83f4
7f64,7751,7dcf
7ff4,7c05,7905
7ffd,8344,7447
7dea,886f,75a6
7dd6,863b,7e72
7e19,805c,81dd
7def,7d5c,83e0
81aa,7997,8577
80ed,794f,8105
80f9,7ffb,792c
7f88,85c9,7a36
7dab,86f3,7d43
7caa,85bc,80cc
7de5,7f0c,8727
800b,7555,8a26
824a,7375,83e6
8016,7666,7d33
7e85,7b74,7964
7e0d,8331,7442
7c6e,87e9,7566
7d0d,85b6,7e05
7e1f,8087,8284
7e88,7da4,8436
80c1,7b8f,8636
809d,7ad4,80d8
7f13,80a3,79a7
7cd1,8629,7a8d
7cfa,8598,7d0e
7ef2,858f,7fad
7dd3,7fe3,8742
7f5f,766b,8a9a
80f3,7457,83c7
7ff6,76aa,7de4
7f70,79fe,7a02
7f1f,8276,73ab
7d36,885a,7560
7d28,862f,7d8c
7f42,8163,82a0
7eb9,7d89,83e8
80c4,7957,8587
8169,78eb,80ca
7f3f,8029,79b8
7f46,85d7,7a13
7d98,8548,7cde
7d3f,8500,8061
7d06,7e7d,879d
7eab,7510,89b7
8056,73fa,846a
7e8b,77ba,7dff
7e76,7cc2,794d
7f09,83d6,730f
7ddf,88d4,7555
7e31,869b,7dee
7efd,80a2,81c5
7fd7,7c78,8492
81f6,78bb,8723
8208,7915,8198
7fb2,80b7,79ae
7e8b,85c2,79ce
7d1f,858c,7cde
7d02,843a,7f87
7cea,7edb,876a
7fb5,764a,8a19
806f,753c,83c2
8055,7814,7f08
7ea4,7b91,7a27
7d0a,8389,73c6
7c64,88bb,748b
7ee7,86d1,7cb0
7f09,7fea,8158
7f62,7b3e,8419
7f9e,7967,85e0
7fa2,7953,80c4
7e62,8073,79f5
7dee,8619,7b1e
7dd6,86bd,7de8
7cf5,85da,7f5c
7ce2,7e3e,86dd
7e9a,7642,89c0
80e4,74d6,847e
808a,77f7,7e7c
810c,7ae9,79c0
8044,82d9,7468
7c0c,887d,7550
7dbc,86de,7cc5
7fcb,8193,81ab
7f5c,7cc5,848b
8160,7a01,86a2
8134,791b,8183
7da0,7ff3,7986
7e16,8534,7b04
7e1c,85d0,7db1
7ed5,853d,7fe5
7dc2,7fd3,8659
7e19,769f,8923
7fe5,74be,8487
7f1d,775a,7e03
7ea9,7b2d,79c9
7f07,8234,747f
7de7,88e1,75b7
7f1d,86f2,7dc5
7ef8,8184,8227
7e4a,7da8,835a
7e4f,793e,8595
7e76,7921,80b9
7f2f,7f69,7ac1
7fc9,848a,7aae
7ea1,860e,7d47
7cad,85ea,7fef
7cc0,802f,8701
7ee2,7698,8967
80a3,741d,8405
811e,7759,7e0d
8046,7bd6,7a03
7e98,82aa,7407
7d73,8876,74fe
7db8,8747,7dc2
809a,81ce,82ac
80c7,7ca1,83b5
8195,795d,858f
7fa5,78f2,8121
7dd5,7f7b,7a43
7e5b,855b,7a4c
7dd5,8606,7d95
7c0d,844d,8021
7ce9,7e41,87ae
7c56,7663,8aa1
7ea4,7500,8479
7f68,771b,7e9d
80e1,7b03,79bd
7ff8,8257,73a8
7e44,890d,746c
7eb4,86ed,7ced
7f9a,8195,8184
7f2e,7d8c,83b0
7fc4,794e,85ab
81ee,787e,80e8
8001,7fa9,7a84
7ebd,8544,7a30
7d3d,8571,7d4b
7bed,85e2,7fff
7bec,8107,870c
7f59,7778,8a49
80ee,73d1,843a
8040,76ae,7ddf
8143,79fb,79cf
8033,824e,7417
7dde,8864,7510
7ddd,872d,7ccb
7c9d,825b,8221
7e0d,7e5c,83e3
815e,7a59,8638
8206,78f1,817d
7efb,7f4d,79a5
7d89,8409,7a4e
7bc4,84d6,7d57
7bdb,863d,7fcd
7ca1,80f9,863f
7f4b,7766,8a5f
808c,74ee,84fe
7f4e,76ad,7e9c
7faf,7a35,79b0
7ffe,81c7,7398
7d20,872b,7402
7d3e,86ad,7cf2
7de0,81b7,824e
805b,7e25,83d9
8171,79d3,8628
81c3,7875,820d
7f7f,7ed9,7978
7e89,83f4,7a5e
7ddc,84db,7d3e
7d9a,8595,7feb
7dce,8021,8693
7f81,7696,89f4
80b5,74a2,8441
7f13,77a7,7ec3
809d,7b9f,7ab8
7ed1,821e,7475
7c9c,892e,74e1
7cad,87ed,7cc2
7e1e,81de,8206
803e,7d38,83ca
80e7,79ae,861d
80b8,78d4,828d
7fbb,7fa7,7a5e
7f47,8553,7ab3
7da0,8588,7d4b
7d93,8575,7f1d
7d50,808a,860f
7e93,76a5,8a7a
7fae,7323,84a5
7ee6,768e,7ed7
7f05,7b71,79c0
7f32,826b,741c
7cb5,88ba,7504
7c5f,8700,7c91
7c49,81fd,8191
7ee5,7de3,8410
816f,7976,868e
8124,78f8,8222
7ee1,800e,7a43
7fb8,84c4,7aa1
7d0b,85de,7d8c
7baa,8600,7f5d
7cc6,803f,861d
7f2e,770e,8985
8026,739e,84b8
814c,768c,7db3
815a,7b1e,794f
803a,8101,74a8
7e43,872c,748d
7d3a,8777,7dad
7e55,82d3,816a
7d75,7de3,8395
7fa4,793b,860e
80a7,789a,81f4
7e91,7f51,7a9b
7d5d,84fc,7a61
7d9f,85ba,7d6c
7e8a,8595,7fdf
7dc7,80a9,86ca
7f9c,7847,8a53
806c,749a,8408
8064,76d3,7e79
8141,7b87,79a8
7f66,81f5,7412
7bfa,87b0,74a8
7c6e,8601,7d74
7eae,812e,815b
813e,7d7b,8428
815f,7a97,86e0
8039,7a09,814f
7e75,7fe3,7a0c
7f5c,8477,7a95
7e11,84d9,7d74
7d01,84a5,8015
7cc4,800d,8696
7f63,76fc,89e5
80aa,7455,8487
7feb,77c3,7e5d
7e47,7ace,7a12
7f23,8237,73d3
7e2a,876f,74fd
7ea6,864f,7d29
7e21,81ae,81cb
7f3c,7d4c,8365
80d2,799d,8672
802e,78c6,81a4
7e7e,7f96,79bb
7d94,8483,7a17
7d71,858f,7d89
7c64,85b5,7fad
7e80,7fce,85fb
80b8,76ee,8aae
807b,748b,84f0
7e3b,782a,7e62
7f75,7bfe,7925
7f54,81d8,7413
7ef3,8758,74b2
7e5d,861d,7d9a
7e0e,815a,8248
7cd2,7e10,843d
7f0c,7a26,869b
80c0,7a44,81b2
7e56,80d2,7a81
7e54,85ba,7b77
7dc0,852d,7de1
7dd1,8472,7f35
7da6,7ed5,85db
7f87,7603,89bd
8045,74a5,8455
7f71,7762,7e28
8128,7baa,79df
809c,8303,73ec
7def,88bd,749f
7d45,873e,7cf4
7f3c,8187,81b1
7e9f,7d78,83e8
8119,79bf,8642
8015,7993,81dd
7f58,8051,7a1f
7f43,847e,79e3
7dba,8517,7d5f
7cb7,8505,7f13
7c2c,7ec9,85c2
7d9b,7759,89b7
7e6d,73c6,8517
7e23,7609,7f04
804c,7b83,79ad
809a,8221,73bc
7e4d,8838,746a
7d26,8746,7ccf
7e74,811b,8246
7ea9,7d0d,841a
7fa9,7a6d,8699
8013,7973,829c
80cc,7fb8,7a6e
7ef8,851f,79c4
7d86,8575,7cba
7bdc,861a,7ea1
7d5d,8053,8546
7f75,7810,8a1f
8102,747a,84fe
7f2f,7628,7efb
80d2,79f6,7a0f
8005,8203,7407
7eae,881e,74ac
7d95,8745,7cc2
7f89,8190,8155
7e76,7d94,8422
7ff0,79b3,86d6
7ff7,79be,82ee
7e74,7fc1,7aa8
7e50,84d8,7a9d
7d7c,84fd,7cf1
7bcd,8415,7f81
7de0,7f82,8663
80e1,76cf,89bc
8134,74c7,847e
80af,777d,7edc
8010,7b10,7a7d
7eab,8294,7454
7c0b,8967,749f
7d57,87a6,7c41
7dc1,8237,8190
7e43,7e06,83e7
8162,7908,867f
80df,784c,8256
7eca,7fd2,7b18
7efe,8522,7b45
7dcb,847f,7d98
7c6a,8466,7ed7
7b6f,7ee6,858b
7dfa,76e9,89ae
810a,753f,8433
7ff0,7887,7da4
815a,7d22,79cc
7f4e,8140,74ca
7bec,87a7,74dd
7da3,875c,7cbc
803b,8237,8270
808f,7e30,84a2
81d4,78e3,84f4
8115,785d,7fef
8059,804e,79c2
7f98,851d,7bcc
7e7d,8474,7fba
7dd0,845c,8074
7be7,7fba,8657
7d2d,77a9,88b3
7f82,7566,8424
7f16,778a,7ec3
7fcf,7c46,7b94
7ee4,8202,745b
7eb7,882c,734f
7e56,86bd,7bb7
8057,80ea,8260
7f9f,7d4c,84cd
8093,7915,85b2
820b,790e,80c8
7e5a,7f57,7b98
7bf3,8593,7bfc
7c2d,8587,7c54
7c61,851a,7d33
7da6,7f75,870c
7fa7,7684,8afa
80f2,7478,8344
8100,768e,7ddf
7fab,7b23,7c38
7ea0,82c9,73e3
7c61,8920,7378
7d71,86bb,7df6
7d6f,81b9,81fd
7e49,7d22,83b8
8055,77ec,8797
8118,78c7,80db
7edc,80ad,79a5
7dbe,85a1,7c5e
7fcb,8624,7b7e
7de4,8610,7f53
7dc3,80b0,87d3
7eac,7736,88ec
7ed9,7433,85ac
7ecc,7714,7dbe
7f7a,7b71,788a
7eb4,82b6,7452
7db7,88e0,7372
7df9,8731,7e2a
7f9a,817f,819f
8094,7d04,8447
7fc3,78dc,877c
7fac,7924,821a
7f41,7f7a,7a4d
7e97,8505,79e4
7e6c,85f0,7e39
7d41,850d,7e79
7e01,7f08,86b3
7faa,7807,88d1
8066,7514,859d
7fc8,766c,7d8d
8134,7a8b,7ac8
8162,816f,7301
7e1e,88d9,754f
7d05,879c,7bf0
7dac,8292,82b2
7ef2,7e38,83a7
811f,79f8,8760
7fb6,7947,8289
7e13,7edb,7a9c
7f38,8362,7afd
7e76,845a,7ca9
7cc6,8575,7eed
7b85,80bf,85ac
7fbc,7804,8999
8201,7391,8473
7fd7,7649,7e72
80d0,7b64,7af0
7f30,80f2,7373
7dad,87b0,73cb
7d1a,8898,7d0d
7ea2,8304,80d7
7f00,7e28,84a6
7f6c,79ae,880c
8102,789c,81ff
80b6,7f0b,7b92
7f47,83c2,7b1b
7e04,8412,7cf5
7ab6,84ec,7f7f
7c50,811a,8523
7f0d,78aa,8971
800e,74ba,8545
7fa5,7701,7ded
8056,7af7,794b
7ec3,8277,7467
7d08,881c,7464
7db9,8717,7c6f
7d5f,823d,8287
7da9,7e04,83f5
802f,78e9,8671
8036,77ab,838b
7ed9,7f6b,7b6a
7dca,849a,7a37
7e03,857b,7d00
7d2a,85fa,7eb3
7dc7,807b,8572
7f82,76fd,8952
8165,7405,8405
8028,76e5,7eb2
8075,7ac6,7a4d
7f0a,8212,74f1
7e21,8903,7501
7c4c,8866,7c4f
7cb3,838a,8207
7d83,7e76,8367
7f7a,7a37,8637
81ee,78db,82d1
811f,7dac,7ab5
7f46,83e4,7a70
7c97,853d,7d2c
7bd5,8553,7eb2
7cdc,8083,8582
8058,76d4,8a02
80bc,7334,843d
80e2,76cd,7df8
8083,7abc,7aef
7fd3,82b1,7481
7d91,8964,74e5
7d95,8887,7d3e
7d64,8323,8195
7e35,7dae,83e6
812d,78b9,867e
80b3,773e,81d6
806a,7de3,7af4
7f00,83fe,7a32
7c34,85ed,7d0b
7c73,85bf,7f03
7ccf,8092,85de
7f55,77f2,8a26
8115,74b7,8485
801a,7658,7dbb
8027,7a36,79c2
8241,80cf,73dd
7f16,87bd,755c
7ce6,881a,7d89
7e3e,82e7,8221
7ed2,7ea9,83cb
7edf,7961,86fa
8006,781c,82c7
7ebd,7e32,7ae1
7db8,8402,79ff
7e86,8601,7d0e
7dbf,85c2,7ec2
7ee5,8157,8506
7f0a,77d1,8a26
7fc4,7423,855e
7ffe,7746,7e6c
809b,7a49,7990
8073,8111,737f
7dc6,8894,74cc
7c3f,8876,7c3f
7ced,830b,8261
7e1a,7f31,8428
803f,79c5,876f
8048,7754,82d7
7f73,7d59,7a5e
7d1e,83e1,7a0a
7e1d,84a0,7de4
7e51,860a,7ec2
7d7c,8177,861b
7e88,78e9,8970
7f5b,74f4,84b2
7f95,75d3,7f32
80e3,7977,79eb
7f9a,8217,7395
7daa,891f,73e9
7dac,87cd,7cac
7d8c,82c7,8244
7f1d,7f4e,848a
7f84,7a11,86da
7fac,77dd,82cb
7eb5,7d6a,7a8b
7e13,82fa,7a34
7d6d,84ba,7d6e
7d64,84ed,7de9
7cf5,80a3,84ac
8042,77f0,8965
80f7,747d,856a
8113,7662,7ed1
820f,792a,7a75
7f0a,8069,74a1
7d4f,8863,743e
7cf0,88d5,7c94
7d7a,841f,8211
7ffe,7f56,83d9
8050,799b,8695
819c,7741,8301
7ecd,7d6e,7b06
7ce8,8396,7a4a
7c35,8648,7c1a
7d79,866a,7dc7
7d9c,81d6,8539
7f9a,781d,89a8
80b5,743a,84b1
7f3f,76ab,7f79
7ed6,7a1c,7a8f
8045,811f,73f1
7faf,8881,7420
7d8e,881a,7c34
7c75,838d,8129
7ed5,7fce,84c5
81d9,7a05,8772
81ba,7784,83eb
7fe6,7d8f,7bc5
7fc8,82e6,7a60
7e08,841d,7ccf
7d0b,850c,7e43
7c75,8171,8520
7da9,799f,8907
7e61,75cf,8489
7f53,77a8,7ec8
81dd,7a14,7ad9
809e,8014,74d5
7f54,86e7,744c
7e65,8775,7beb
7e09,834e,81ae
7c23,8007,847e
8037,7b4d,8677
8107,77b4,834e
807d,7e35,7ba4
7e3a,83e6,7b1a
7ae5,84c4,7bbe
7be4,85ba,7e5e
7cf6,8007,83c2
7d9b,786a,86c5
7ed9,758e,8655
808f,76db,80ae
805b,7aca,78fe
7ff2,82bd,7742
7ea7,87c4,781f
7ea4,86cb,7b42
7cf9,8605,827c
7df6,82a1,8748
80e0,7a82,85bc
80bd,745f,80de
81a5,76f7,7b1d
8033,7eb8,77c0
7d91,8465,7978
7dbf,87d4,7dfc
7eb9,85e1,8336
7eec,7f4f,861d
7eb9,76c4,858c
817e,7421,8056
8093,768d,7a26
7deb,7cd6,779f
7d3e,8553,78ad
7b9f,8aa6,7d20
7ca4,8797,8413
7fdb,80f6,8891
8055,7a21,86a4
8113,75fa,8119
7fb9,7847,7ac4
7d7b,7e73,773c
7c07,84c7,78a6
7df1,8847,7d2c
7f07,8617,8350
7e5d,7f61,8704
8103,77ff,858b
8091,7488,8048
7fcb,76bf,7a69
7ecc,7d07,7743
7bbb,84e4,776c
7c7a,88d2,7d1f
7dbd,85d1,841f
800f,8028,87d4
80cd,78cf,8629
80c0,7539,8103
7f0f,7864,7b86
8008,7ef5,7774
7eb2,8630,77f7
7c5a,88bc,7d3f
7d42,85b6,842c
7e40,8002,871a
80f2,7850,8603
809c,75b1,8061
8047,778b,79cd
8016,7db2,76d7
7d84,853d,780c
7cc4,88b4,7e1d
7cd4,8643,82d1
7f4f,7f31,8765
81d5,77de,85e2
808d,7546,80e6
7fb6,7867,7b8d
7f17,7ee9,7765
7cbf,8666,7847
7d9a,893e,7d8f
7df2,864a,8364
7d6e,7f6e,86bc
7ddc,77f8,85c8
7f4b,74aa,80fe
7fcf,7860,7a30
7e7b,7f47,77d2
7ebb,8627,7805
7e7e,88ee,7cea
7c63,8536,837a
7d9d,7fa2,87e1
8026,780c,869d
8253,759f,80ff
806b,7866,7b78
7e9e,7f76,76f3
7cf7,85dd,7774
7dbc,8790,7d5d
7f12,85ca,83a5
7fa6,7e98,874d
81da,7804,8699
7fef,767f,816c
7ee1,78bd,7a51
7fc5,7f56,7721
7dea,8594,780e
7cb8,88d9,7d12
7cc5,85b4,82f7
7cc8,7f5d,869f
809d,7860,85f0
80af,75a7,817e
80dc,782b,7ada
7f2f,7f75,77ed
7ee6,86a1,7901
7eb6,8887,7d93
7d4d,852c,838f
7f5b,7dfb,86fe
805f,782a,8578
80ec,7550,805f
7f65,77f0,7a7c
7e06,7f09,76e1
7c8d,867e,77e6
7cbe,88d8,7dab
7da4,861d,82e4
7ef9,7ec9,86ec
809a,782d,86db
7ff0,755d,81de
7eab,7835,7b61
7eed,7ee3,780c
7e98,85a1,7853
7dea,888c,7d0c
7e26,85ce,83ac
7e26,7ed4,86d6
8127,770b,85be
81d3,743e,818e
8009,7830,7a82
7db9,7e41,77ca
7d79,862d,7837
7cb7,8a05,7c9d
7cc6,86dd,8344
7e84,7ecd,8751
7ff6,77cf,86d1
7f25,7539,8117
7e9e,76d6,7ad4
7f0d,7ea2,76ef
7d5f,86c2,77c3
7e3d,8999,7ce3
7df6,86aa,82d8
7e95,801f,8684
7eeb,78b9,8602
80ff,7571,81b7
80f2,76e3,7a54
7e5d,7de1,7800
7d3c,85f8,7859
7d3d,8975,7ccf
7e36,872a,83fc
7f8b,7f81,885f
8142,7836,85f3
80fe,7572,80fc
7fb3,76d5,7a06
7efe,7e63,76f1
7edf,86e6,7819
7f98,8a56,7d78
7f2f,86a4,8406
7e83,7ed9,86fa
7fe7,76e6,866d
8004,73b5,815c
7f2f,76f7,7a7b
7f2d,7e6c,7687
7d4f,85d5,7757
7d9c,894d,7d8f
7d41,8716,83af
7e45,808b,878d
8044,78a2,86d0
80bd,75d6,80d3
80e1,7732,7aa0
7ece,7e03,7759
7ccf,862a,77f0
7baf,89cc,7c6f
7df6,85d5,8401
7fc2,7f55,8764
8145,775d,86ab
8043,7403,81c0
7f10,7708,7b3a
7d12,7f00,7732
7d36,859f,77f5
7cd5,88e3,7ccc
7d56,86a4,83ce
7efb,800a,877e
800f,7843,8681
807d,744e,8150
7fe5,776a,7ac8
7eff,7f08,768a
7d0f,86c3,76f5
7e09,8988,7c4d
7d93,867d,8357
7e26,7f7d,87ae
80eb,784c,8671
80f4,7452,81c9
8008,7702,7af9
7d6d,7d68,76fa
7bbe,856e,7724
7e68,890f,7d13
7fc9,87ab,83f1
801e,8025,8723
820b,77f1,85ea
817d,74f5,8150
7f07,7754,7ac0
7d96,7f36,776c
7d58,8689,77ee
7cec,893c,7ccf
7d65,867e,8337
7fa2,7f8d,8799
8052,77ae,86ae
7f72,74a4,8251
802d,7752,7b1a
7f83,7eb5,7748
7ee8,8625,784d
7de7,88a7,7c5e
7da2,8645,82c6
7ed5,7f66,86e6
7fac,78c7,8655
8094,753c,8140
7f9f,7775,7afd
7df5,7eac,76f1
7e6f,8653,7899
7eed,8967,7d0f
7e6c,860f,82e4
7e62,7edd,86a0
7f41,7865,86bb
7f7c,74b0,8172
7fb8,778f,7b25
7eb6,7f7d,7789
7ecf,87ca,781b
7da0,8752,7cd7
7e8f,81ed,82cb
7ee9,7ada,86cb
7fc5,75d3,8660
80c4,7775,8148
8004,7df3,7b35
7ec6,8537,779a
7bfa,8945,7801
7cf1,86e1,7d0a
7d3b,811d,835e
7fd5,79c2,867c
8074,75ac,866a
7fd6,77a9,8113
7f5d,7d5d,7b4e
7e99,83f6,7761
7d03,886a,785c
7e27,865d,7d35
7d89,7fcb,836c
7e17,7930,86b4
7d9e,7647,85a5
7dd3,77f5,81b2
7fe0,7d71,7b2f
7f38,8400,773e
7dcb,8881,7849
7c86,870a,7d2f
7c6c,80b8,832d
7ec2,7a2c,86b9
7f44,7574,868b
807c,7610,811c
80a1,7cf3,7a8d
7fe9,8389,77eb
7f0a,8778,7888
7fce,8797,7ce7
7ecb,8149,8302
7fa0,79d1,864c
8103,75bb,8558
804e,77c3,8125
7e9f,7cea,7aed
7d44,8322,77bf
7bf3,889d,783e
7c86,87b8,7cd2
7f64,813b,837c
80dd,7a5c,8739
80a0,7515,8662
810a,761f,8147
7fd0,7c0b,7b34
7ec7,8417,77c9
7cf0,8973,78f8
7c9a,8792,7ca1
7c6a,81a6,82e6
7f84,7b0d,8741
8113,76f8,8611
7fd9,76a9,80ed
7e98,7cd7,7ad5
7f74,8415,77c7
7f1b,88f0,77cb
7ec4,8793,7c89
7eef,8157,83b6
7f31,79b6,870d
808f,75f7,865e
7f60,76b6,81b3
7efc,7c1d,7aa9
7ea7,83a9,76d0
7d29,875b,783a
7d09,8733,7d13
7e83,8272,8319
7ef2,7aed,86df
80d5,7638,8698
7fd0,7690,8189
7ef1,7b61,7b82
7c8d,82db,789d
7ce4,873c,7841
7e58,8766,7c73
7e51,822d,830c
8004,7a72,8691
80ff,767b,868b
8027,7731,80fa
7f86,7b30,7b24
7ed5,8256,76ef
7d1c,87d5,77d9
7cfd,87b1,7ca5
7d9e,82b4,82c5
7f5d,7adb,8704
8108,7702,86a7
81d9,77d8,81c5
7fdf,7c1b,7ac7
7d30,8290,76c1
7ca4,876e,77e7
7e9f,86ee,7cb9
7e98,8223,8314
7ff1,7c0c,8722
7f4f,760e,85c7
7e21,7591,8187
7fc7,7b71,7be7
7f4a,82d3,77da
7e6c,880f,77c6
7f2d,8708,7cee
7e42,81b5,827c
7ee4,7b3f,873b
805c,76c0,8654
7ffe,7775,8218
8014,7cc1,7b39
7f2b,832f,77bd
7dc4,882b,7824
7c63,8741,7c6c
7da8,81b2,81bb
7f25,7bb8,85ef
80a6,7703,868d
7ffa,764f,81cd
7fc9,7ad5,7b64
7e6d,81f9,77f4
7db7,86b8,790a
7c32,8621,7d24
7d4c,81b2,82e9
7f43,7c18,86a0
8064,7736,865a
7fb1,77d4,812c
7ef3,7d57,7b14
7dd3,832b,7802
7e54,8714,7802
7dd7,866d,7c2a
7ca9,808d,82d2
7ee2,7a2b,8709
8145,768a,8612
80be,7733,819b
7f4d,7c27,7bcc
7ee1,83b1,782f
7fa6,87ae,78d0
7ef6,86e9,7daf
7cee,8141,82d6
7d03,7b01,8677
7e5b,780b,85a4
7f62,77f5,814b
7f5e,7c39,7be0
7eda,82a4,77ad
7d90,86bf,7841
7d9c,85d7,7c1b
8041,803c,829f
7e07,7be5,8773
80a3,7746,8581
8081,77ab,80df
8075,7c89,7b64
7fb0,832c,77f7
7e09,87c9,7874
7c38,86cd,7d1b
7cef,80be,82fe
7fa6,7b2f,8682
807e,76fe,8655
7f15,77bd,818b
7f9a,7c6c,7b64
7f0e,82f9,77c3
7f3d,87d7,78b1
7dca,86a0,7d35
7ead,80ac,82b7
7f90,7b0a,8730
8011,76ad,861f
803e,7703,8126
80a8,7c93,7b10
802f,837e,7775
7d48,8782,7942
7def,8683,7d39
7dd7,817f,81e8
7ea9,7a61,8675
814c,7672,85c7
80f8,77eb,8173
7fc1,7d0e,7b58
7d6b,8283,7822
7c4e,86dc,7860
7bc1,85cd,7ced
7d7a,8061,82ba
7fac,7b19,86e6
7fc9,77e8,864c
7f44,7861,81be
7fb4,7cb6,7b65
7fa1,839e,76c6
7c72,881a,7859
7d15,85ec,7c28
7cb1,8036,82f6
7dec,7ac1,872b
80d3,7772,85cb
80e9,7858,818d
7f32,7d3b,7b7d
7e89,8409,7807
7e14,87d4,785f
7cef,860b,7d0a
7ef7,80bf,8258
7fdc,7a8d,870f
80a7,7652,8689
8049,775d,8260
804a,7cca,7b9d
7f63,82aa,7763
7df5,876c,7816
7d3e,8643,7bc7
7d94,81a8,81fa
7ecd,7b82,8671
7fad,7767,85e1
7f2b,788a,81e4
7fc3,7de5,7ab9
7ff2,832a,7811
7e46,86d4,77e1
7d98,85b2,7c20
7d59,80ad,8275
7f4f,7a9c,876b
7f48,7673,861e
7f66,764d,8277
7f20,7a28,7b8c
7ea5,7da2,771b
7e55,8315,7851
7cf6,8597,7c4e
7e43,8539,827a
7eca,821e,860b
7fb8,7d8d,863a
7f16,79e9,81d2
7f51,79a4,7b97
7e1d,7bb3,77cd
7def,8148,7880
7e6b,8612,7cc0
7db4,8607,8268
7e28,8151,8728
814a,7b2d,8682
8093,791f,818e
7ef3,7978,7c10
7f23,7cf8,77fa
7e53,821e,7853
7eb6,8602,7c04
7eb9,851c,827f
7f04,81b6,8652
80ff,7bf8,860f
7f3f,786d,81a4
8090,7846,7bc6
805c,7ce8,783a
7efe,82c1,7803
7e49,872f,7b94
7ecc,851c,83bc
7dea,820b,85cf
7e9b,7c7c,8650
802c,78ab,81e1
803a,791e,7c0b
7e0a,7cd7,77fd
7d37,81fb,77fe
7d0a,84da,7ce1
7d54,8464,826b
7e48,809e,86b2
7fae,7bcc,863b
7f39,7882,81f1
7fe7,7891,7b7e
7f14,7bf8,7709
7f39,8133,785d
7e35,8553,7d32
7e86,85a7,823a
7ddf,8230,85c6
7fcf,7beb,85f5
80b9,789b,81f9
80f2,78a9,7c6d
7ead,7c68,77c6
7d6e,8261,776a
7e12,8595,7cb7
7ce9,84f1,82eb
7e2e,807c,87fd
7f9b,7b80,85e5
809f,7882,81c8
7fe0,788c,7b3e
7e7e,7bec,77be
7dcf,8241,786e
7db1,85ba,7c9a
7d62,864e,8288
7eff,822e,8675
7ef1,7cbe,861a
7f0c,78e8,817d
7fab,78e3,7b49
7eb7,7c98,77a4
7cf2,8295,77f1
7def,85aa,7c37
7e26,849a,822b
7dfd,807c,86ea
8126,7aff,865b
80a4,7819,81ea
815b,7956,7bc6
80c1,7d32,77b7
7e8c,82b4,7835
7df7,8604,7c1d
7de6,851d,82a5
7e51,818b,8784
7fdf,7b6c,8672
80cf,787b,8130
7fe3,7951,7be9
7def,7d49,7766
7dee,8291,781a
7c70,8566,7c8f
7dbd,84c0,81ef
7f5f,8134,86be
7f6c,7bf9,868c
7f90,7758,81fa
8028,7833,7c17
7e61,7cbe,77b5
7d8d,8322,778e
7bcd,85c0,7c35
7d25,844a,833f
7fd7,8070,8796
7f67,7b8b,8738
7f9a,78a6,81c9
80c9,78b1,7ac1
8036,7cb5,7721
7f06,8273,7764
7e91,85ac,7cc6
7fbd,8586,8338
7ecc,80b9,86fa
80c0,7bc0,8682
80ca,78a0,8204
7f4f,7895,7bf7
7ede,7c8d,77ec
7d46,828b,7752
7c07,8569,7c0a
7cbd,84cd,81c8
7ea6,80d1,8649
7f69,7bd2,869a
803b,77ec,826e
7f38,77e6,7c2c
7eb4,7c78,7734
7f48,82fa,775f
7e06,86ad,7c46
7ddb,85bc,82ae
7ebb,81d7,8687
7ed4,7b4c,8731
7e7b,7967,8210
8044,78f2,7b78
7e56,7d59,7787
7d19,8333,7796
7e3e,861a,7bac
7db8,85a6,81ed
7f76,817f,86f8
8088,7b68,8746
80e7,782c,8315
818a,787b,7b33
8009,7bf5,7726
7de2,828e,7859
7c24,857d,7c0c
7c5a,8504,82d7
7e81,81e4,86d7
804d,7ad4,8691
81af,77b8,830d
80be,7917,7c2c
7ea7,7c1d,779a
7d45,82cf,779c
7d74,8608,7be3
7de2,865c,81e1
7f09,825e,8646
80c0,7a9e,868c
8169,77b1,8258
7f95,78a5,7bb6
7efd,7c98,782a
7c26,825c,778d
7c60,85d2,7b98
7d99,85a2,82dc
7cc7,8192,8732
7f0d,7ba2,8670
8014,775b,8207
809e,77e0,7bac
8001,7cc1,77be
7dd4,82db,77e4
7de7,870c,7c7c
7ebb,868f,8233
7e71,815e,865e
81a1,7bac,86d9
8268,77ab,81b6
7f6f,7772,7bac
7e80,7c1c,781d
7d58,8266,77e3
7c2e,861a,7c86
7df8,85b5,82e0
7fa1,81a3,8645
7f03,7ada,8633
7fad,7663,8253
7fe2,778e,7c82
7f3e,7c34,77fe
7deb,829a,7828
7e10,86b1,7c25
7d64,8768,821f
7f7f,82b2,868a
8015,7bf3,85d9
7fe9,7848,81aa
8003,7846,7c02
7fd1,7cc7,7793
7e05,8294,77c1
7c76,8663,7cb1
7d54,85ab,81ec
7f13,814e,8604
7fa1,7b1c,870c
7ea6,77b8,81e6
812b,778d,7bf0
